doc_id,CASEID,Freedom.and.Rights,E.plurabus.Unum,representation.of.the.people,popular.will.and.equality,National.identity.and.heritage,Not.a.democracy.a.Republic,flawed.democracy,Institution.and.constitution,unclassified.other,Don.t.know,nothing.disaffected,Nothing.more.to.add,NA.
1137,2059351953,0,0,0,0,0,0,0,0,0,0,1,0,0
1138,2059313169,0,0,0,0,0,0,1,0,0,0,0,0,0
1148,2057101537,0,0,0,0,0,0,0,0,0,0,0,1,0
1149,2059351959,0,0,0,1,0,0,1,0,0,0,0,0,0
1151,2057867941,0,0,0,1,0,0,0,0,0,0,0,0,0
1154,2058799091,0,0,0,0,0,0,1,0,0,0,0,0,0
1155,2059351961,0,0,1,0,0,0,0,0,0,0,0,0,0
1160,2058083245,0,0,0,0,0,0,0,0,1,0,0,0,0
1165,2060347513,1,0,0,0,0,0,0,0,0,0,0,0,0
1168,2058554257,0,0,0,0,0,0,0,0,0,0,0,1,0
1170,2057811219,1,0,0,0,0,0,0,1,0,0,0,0,0
1171,2058295835,0,0,0,1,0,0,1,0,0,0,0,0,0
1181,2057971277,0,0,0,0,0,0,0,0,1,0,0,0,0
1187,2059351973,0,0,0,0,1,0,0,0,0,0,0,0,0
1190,2055327799,0,0,0,0,0,1,0,0,0,0,0,0,0
1197,2057480093,1,0,0,0,0,0,0,0,0,0,0,0,0
1198,2057445721,1,0,0,0,0,0,0,0,0,0,0,0,0
1199,2057968789,0,0,0,1,0,0,1,0,0,0,0,0,0
1201,2058396749,0,0,0,0,0,0,0,0,0,0,0,1,0
1202,2058116011,0,0,0,0,0,0,1,0,0,0,0,0,0
1203,2058114087,1,0,0,0,0,0,0,0,0,0,0,0,0
1204,2057778235,0,0,0,0,0,0,0,1,0,0,0,0,0
1208,2057343541,1,0,0,0,0,0,0,0,0,0,0,0,0
1211,2058997101,1,0,0,0,0,0,0,0,0,0,0,0,0
1212,2059404157,1,0,0,0,0,0,0,0,0,0,0,0,0
1218,2060426189,1,0,0,0,0,0,0,0,0,0,0,0,0
1224,2059351985,0,0,0,1,0,0,0,0,0,0,0,0,0
1228,2058665723,1,0,0,0,0,0,0,0,0,0,0,0,0
1229,2057436679,0,0,0,0,0,0,0,0,1,0,0,0,0
1231,2056325151,0,0,0,1,0,0,0,0,0,0,0,0,0
1233,2059309949,1,0,0,0,0,0,0,0,0,0,0,0,0
1234,2058352339,0,0,0,0,1,0,0,0,0,0,0,0,0
1240,2058375137,0,0,0,0,0,0,0,0,1,0,0,0,0
1259,2059828857,0,0,0,1,0,0,0,0,0,0,0,0,0
1261,2055773819,0,0,0,0,0,0,1,0,0,0,0,0,0
1267,2061490659,1,0,0,0,0,0,0,1,0,0,0,0,0
1269,2058646669,0,0,0,0,0,0,0,0,1,0,0,0,0
1273,2058326135,1,0,0,0,0,0,0,0,0,0,0,0,0
1282,2058006965,0,0,0,0,0,0,0,1,0,0,0,0,0
1289,2058007407,0,0,1,0,0,0,0,0,0,0,0,0,0
1292,2057075851,0,0,0,1,0,0,0,0,0,0,0,0,0
1294,2059292227,0,0,0,0,0,0,1,0,0,0,0,0,0
1296,2057445413,1,0,0,0,0,0,0,0,0,0,0,0,0
1298,2061616153,1,0,0,0,0,0,0,0,0,0,0,0,0
1300,2059163153,1,0,0,0,0,0,0,0,0,0,0,0,0
1302,2059352001,0,0,0,0,0,0,0,0,1,0,0,0,0
1313,2057721575,0,0,0,1,0,0,0,0,0,0,0,0,0
1314,2061484065,0,0,0,0,0,0,0,0,0,0,0,1,0
1315,2054955425,1,0,0,0,0,0,0,0,0,0,0,0,0
1319,2058252641,1,0,0,0,0,0,0,0,0,0,0,0,0
1324,2058002909,0,0,0,1,0,0,0,0,0,0,0,0,0
1328,2060653731,1,0,0,0,0,0,0,0,0,0,0,0,0
1338,2058832667,1,0,0,0,0,0,0,0,0,0,0,0,0
1339,2057205625,1,0,0,0,0,0,0,0,0,0,0,0,0
1344,2058443361,1,0,0,0,0,0,0,0,0,0,0,0,0
1345,2058443063,1,0,0,0,0,0,0,0,0,0,0,0,0
1353,2058326687,0,0,0,1,0,0,0,0,0,0,0,0,0
1355,2057897413,1,0,0,0,0,0,0,0,0,0,0,0,0
1366,2058698109,0,0,0,0,0,0,0,0,1,0,0,0,0
1369,2060224841,0,0,0,0,0,0,0,0,1,0,0,0,0
1371,2060765099,0,0,0,1,0,0,0,0,0,0,0,0,0
1375,2058639231,0,0,0,1,0,0,0,0,0,0,0,0,0
1378,2057933111,0,0,0,0,0,0,1,0,0,0,0,0,0
1390,2058301207,0,0,0,0,0,0,0,0,1,0,0,0,0
1394,2061694521,1,0,0,1,0,0,0,1,0,0,0,0,0
1395,2058687177,0,0,0,1,0,0,0,0,0,0,0,0,0
1397,2060945323,1,0,0,0,0,0,0,0,0,0,0,0,0
1399,2058273549,0,0,0,0,0,1,0,0,0,0,0,0,0
1401,2060560377,0,0,0,1,0,0,1,0,0,0,0,0,0
1412,2055267061,1,0,0,0,0,0,0,0,0,0,0,0,0
1419,2057497727,0,0,0,0,0,0,0,0,1,0,0,0,0
1422,2058940197,1,0,0,0,0,0,0,0,0,0,0,0,0
1433,2056938659,0,0,0,0,0,0,0,0,1,0,0,0,0
1445,2058830843,0,0,0,0,0,0,0,0,1,0,0,0,0
1446,2058813899,0,0,0,1,0,0,0,0,0,0,0,0,0
1449,2058443069,0,0,0,1,0,0,0,0,0,0,0,0,0
1451,2061449923,1,0,0,0,0,0,0,0,0,0,0,0,0
1455,2057897443,1,0,0,0,0,0,0,0,0,0,0,0,0
1456,2058718823,0,0,0,1,0,0,0,0,0,0,0,0,0
1462,2058567473,1,0,0,0,0,0,0,0,0,0,0,0,0
1466,2058458885,1,0,0,0,0,0,0,0,0,0,0,0,0
1472,2058442953,1,0,0,0,0,0,0,0,0,0,0,0,0
1477,2057308597,0,0,0,0,0,0,0,0,1,0,0,0,0
1481,2057124043,0,0,0,0,0,0,0,1,0,0,0,0,0
1485,2060349333,1,0,0,0,0,0,0,0,0,0,0,0,0
1489,2056551095,0,0,0,0,0,0,0,0,0,0,0,1,0
1497,2059403919,1,0,0,0,0,0,0,0,0,0,0,0,0
1502,2059352051,0,0,0,1,0,0,0,0,0,0,0,0,0
1504,2059352053,0,0,0,0,0,0,0,0,1,0,0,0,0
1505,2056575583,0,0,0,1,0,0,0,0,0,0,0,0,0
1506,2057941003,1,0,0,0,0,0,0,0,0,0,0,0,0
1514,2061694365,0,0,0,0,0,0,1,0,0,0,0,0,0
1515,2058494041,0,0,0,0,0,0,0,1,0,0,0,0,0
1516,2058301677,0,0,0,1,0,0,0,0,0,0,0,0,0
1518,2058680183,1,0,0,0,0,0,0,0,0,0,0,0,0
1525,2056106023,1,0,0,0,0,0,0,0,0,0,0,0,0
1526,2057374131,0,0,0,1,0,0,0,0,0,0,0,0,0
1532,2058327811,0,0,0,1,0,0,0,0,0,0,0,0,0
1533,2055972947,0,0,0,1,0,0,0,0,0,0,0,0,0
1534,2059497237,0,0,0,0,0,0,0,0,0,0,0,1,0
1552,2059352063,0,0,0,1,0,0,0,0,0,0,0,0,0
1555,2059352065,0,0,0,0,0,0,0,0,1,0,0,0,0
1560,2059352067,0,0,0,1,0,0,0,0,0,0,0,0,0
1566,2059352073,1,0,0,0,0,0,0,0,0,0,0,0,0
1571,2060625193,0,0,0,0,0,0,0,1,0,0,0,0,0
1578,2058437085,0,0,0,0,0,0,0,0,1,0,0,0,0
1580,2057435947,1,0,0,0,0,0,0,0,0,0,0,0,0
1588,2061532401,0,0,0,0,0,0,0,0,1,0,0,0,0
1589,2058698181,0,0,0,0,0,0,0,0,1,0,0,0,0
1593,2058781653,0,0,0,1,0,0,0,0,0,0,0,0,0
1595,2058363795,0,0,0,0,0,0,0,1,0,0,0,0,0
1596,2059307289,0,0,0,0,0,0,1,0,0,0,0,0,0
1600,2057903311,1,0,0,1,0,0,0,0,0,0,0,0,0
1601,2059122177,0,0,0,1,0,0,0,0,0,0,0,0,0
1603,2057441743,0,0,0,0,0,0,1,0,0,0,0,0,0
1608,2058488433,1,0,0,0,0,0,0,0,0,0,0,0,0
1612,2058589203,0,0,0,0,0,0,0,0,1,0,0,0,0
1617,2061683141,0,0,0,0,0,0,0,1,0,0,0,0,0
1618,2058602953,0,0,0,0,0,0,0,0,1,0,0,0,0
1619,2060730803,1,0,0,0,0,0,0,0,0,0,0,0,0
1626,2060893685,0,0,0,0,0,0,0,0,1,0,0,0,0
1628,2057934845,0,0,0,1,0,0,0,0,0,0,0,0,0
1632,2058214881,1,0,0,0,0,0,0,0,0,0,0,0,0
1636,2057971265,0,0,0,0,0,0,0,0,0,0,0,1,0
1637,2058329003,0,0,0,1,0,0,0,0,0,0,0,0,0
1638,2059352089,0,0,0,1,0,0,0,0,0,0,0,0,0
1639,2058666147,1,0,0,0,0,0,0,0,0,0,0,0,0
1641,2061491479,0,0,0,1,0,0,0,1,0,0,0,0,0
1645,1298557691,1,0,0,0,0,0,0,0,0,0,0,0,0
1655,2059442707,0,0,0,0,0,0,0,0,0,0,0,1,0
1658,2058444759,0,0,0,0,0,0,0,1,0,0,0,0,0
1661,2057101191,0,0,0,1,0,0,0,0,0,0,0,0,0
1663,2058790261,0,0,0,1,0,0,0,0,0,0,0,0,0
1666,2057003307,0,0,0,0,1,0,0,0,0,0,0,0,0
1672,2058233917,0,0,0,0,0,0,0,0,1,0,0,0,0
1673,2057439665,0,0,0,0,0,0,0,1,0,0,0,0,0
1681,2057497783,0,0,0,0,0,0,0,0,0,0,0,1,0
1683,2058085449,0,0,0,0,0,0,0,1,0,0,0,0,0
1685,2059430193,0,0,0,0,0,0,0,1,0,0,0,0,0
1692,2058375095,0,0,0,1,0,0,0,0,0,0,0,0,0
1697,2057721577,1,0,0,0,0,0,0,0,0,0,0,0,0
1700,2058807413,0,0,0,1,0,0,0,0,0,0,0,0,0
1701,2059352115,0,0,1,0,0,0,0,0,0,0,0,0,0
1704,2057498297,0,0,0,0,0,0,0,0,0,0,0,1,0
1707,2058624875,0,1,0,0,0,0,0,0,0,0,0,0,0
1708,2058686389,1,0,0,0,0,0,0,0,0,0,0,0,0
1710,2058756701,0,0,0,1,0,0,0,0,0,0,0,0,0
1711,2061195891,0,0,0,0,0,0,0,0,1,0,0,0,0
1712,2057872095,1,0,0,0,0,0,0,0,0,0,0,0,0
1717,2059444805,0,0,0,0,0,0,0,0,1,0,0,0,0
1720,2057337191,0,0,0,0,0,0,0,0,1,0,0,0,0
1724,2058798587,0,0,0,1,0,0,0,0,0,0,0,0,0
1729,2059352137,0,0,0,1,0,0,0,0,0,0,0,0,0
1730,2058488031,0,0,0,1,0,0,0,0,0,0,0,0,0
1732,2059352141,0,0,0,0,0,0,0,0,0,0,0,1,0
1737,2059425437,1,0,0,0,0,0,0,0,0,0,0,0,0
1740,2059446293,0,0,0,1,0,0,0,0,0,0,0,0,0
1742,2058745419,1,0,0,0,0,0,0,1,0,0,0,0,0
1748,2058658649,0,1,0,0,0,0,0,0,0,0,0,0,0
1750,2059352151,0,0,0,0,0,0,0,0,1,0,0,0,0
1757,2057008291,0,0,0,0,0,0,0,0,1,0,0,0,0
1758,2058008143,1,0,0,0,0,0,0,0,0,0,0,0,0
1766,2058680951,0,0,0,0,0,0,0,0,1,0,0,0,0
1768,2061665467,0,0,0,1,0,0,0,0,0,0,0,0,0
1772,2060798743,0,0,0,0,0,0,0,0,0,0,0,1,0
1776,2057935603,0,0,0,1,0,0,0,0,0,0,0,0,0
1777,2058041863,0,0,0,0,0,0,1,0,0,0,0,0,0
1781,2059352165,0,0,0,0,0,0,1,1,0,0,0,0,0
1783,2058263419,0,0,0,0,0,0,0,1,0,0,0,0,0
1788,2057073989,0,0,0,0,0,0,0,0,1,0,0,0,0
1793,2060858293,0,0,0,1,0,0,1,0,0,0,0,0,0
1794,2058488995,1,0,0,0,0,0,0,0,0,0,0,0,0
1800,2058807919,0,0,0,1,0,0,0,0,0,0,0,0,0
1803,2058782665,0,0,0,0,0,0,1,0,0,0,0,0,0
1809,2060858941,0,0,0,1,0,0,0,0,0,0,0,0,0
1810,2058295325,0,0,0,0,0,0,1,0,0,0,0,0,0
1812,2059127757,1,0,0,1,0,0,0,0,0,0,0,0,0
1813,2059403963,1,0,0,0,0,0,0,0,0,0,0,0,0
1814,2058556507,0,0,0,1,0,0,0,0,0,0,0,0,0
1816,2056781407,1,0,0,1,0,0,0,0,0,0,0,0,0
1817,2058271815,1,0,0,1,0,0,0,0,0,0,0,0,0
1819,2059121649,0,0,0,1,0,0,0,0,0,0,0,0,0
1822,2058271917,0,0,0,1,0,0,0,0,0,0,0,0,0
1823,2061693979,0,0,0,1,0,0,0,0,0,0,0,0,0
1826,2058352029,0,0,1,0,0,0,1,0,0,0,0,0,0
1833,2058588775,0,0,0,1,0,0,0,0,0,0,0,0,0
1835,2058397449,0,0,0,1,0,0,0,0,0,0,0,0,0
1843,2059312559,0,0,0,1,0,0,0,0,0,0,0,0,0
1845,2058616195,0,0,0,1,0,0,0,0,0,0,0,0,0
1846,2058234013,1,0,0,0,0,0,0,0,0,0,0,0,0
1848,2057239931,0,0,0,0,0,0,0,0,0,0,0,1,0
1853,2057101613,0,0,0,1,0,0,0,0,0,0,0,0,0
1857,2058680159,1,0,1,0,0,0,0,0,0,0,0,0,0
1858,2058278527,1,0,0,0,0,0,0,0,0,0,0,0,0
1860,2058233779,0,0,0,0,0,0,0,0,0,0,0,1,0
1870,2058352705,1,0,0,0,0,0,0,0,0,0,0,0,0
1871,2059352207,1,0,0,0,0,0,0,0,0,0,0,0,0
1879,2058443199,0,0,0,1,0,0,0,0,0,0,0,0,0
1881,2058588393,1,0,0,0,0,0,0,0,0,0,0,0,0
1883,2058464719,1,0,0,0,0,0,0,0,0,0,0,0,0
1886,2058154725,1,0,0,0,0,0,0,0,0,0,0,0,0
1887,2058373697,0,0,0,1,0,0,0,0,0,0,0,0,0
1891,2058656417,0,0,0,0,1,0,0,0,0,0,0,0,0
1895,2057374075,1,0,0,0,0,0,0,0,0,0,0,0,0
1902,2058301893,1,0,0,1,0,0,0,0,0,0,0,0,0
1914,2058738221,0,0,0,1,0,0,0,0,0,0,0,0,0
1918,2054412927,0,0,0,1,0,0,0,0,0,0,0,0,0
1921,2057498405,0,0,0,0,0,0,0,1,0,0,0,0,0
1922,2058254221,1,0,0,0,0,0,0,0,0,0,0,0,0
1924,2059631417,0,0,0,0,0,0,0,0,1,0,0,0,0
1928,2058125211,0,0,0,0,0,0,0,0,1,0,0,0,0
1935,2057498125,0,0,0,1,0,0,0,0,0,0,0,0,0
1936,2059352239,0,0,0,0,0,0,0,0,0,0,0,1,0
1937,2058738735,0,0,0,0,0,0,0,1,0,0,0,0,0
1941,2058588481,0,0,0,1,0,0,0,0,0,0,0,0,0
1947,2058261881,0,0,0,0,0,0,0,0,1,0,0,0,0
1948,2059434457,0,0,0,1,0,0,1,0,0,0,0,0,0
1952,2059281975,1,0,0,1,0,0,0,0,0,0,0,0,0
1956,2058351527,0,0,0,0,0,0,0,0,1,0,0,0,0
1958,2058822905,0,0,0,0,0,0,0,0,1,0,0,0,0
1960,2057438319,0,0,0,1,0,0,0,0,0,0,0,0,0
1961,2058686719,0,0,0,1,0,0,1,0,0,0,0,0,0
1968,2058824111,0,0,1,0,0,0,0,0,0,0,0,0,0
1972,2057101189,0,0,0,1,0,0,0,0,0,0,0,0,0
1979,2059352261,0,0,0,0,0,0,0,0,1,0,0,0,0
1984,2059352283,0,0,1,0,0,0,0,0,0,0,0,0,0
1989,2058396363,1,0,0,0,0,0,0,0,0,0,0,0,0
1993,2058699539,0,0,0,1,0,0,0,0,0,0,0,0,0
2000,2056600635,0,0,0,0,0,1,0,0,0,0,0,0,0
2001,2058253621,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,2058184341,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,2057930711,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,2058524165,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,2058736151,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,2058570159,0,0,0,1,0,0,0,0,0,0,0,0,0
2013,2058252251,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,2058271579,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,2059077369,1,0,0,0,0,0,0,0,0,0,0,0,0
2016,2058669257,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,2056783197,0,0,0,0,0,1,0,0,0,0,0,0,0
2023,2057275635,1,0,0,0,0,0,0,0,0,0,0,0,0
2024,2059126765,1,0,0,0,0,0,1,0,0,0,0,0,0
2025,2057865147,1,0,0,1,0,0,0,0,0,0,0,0,0
2026,2055743655,0,0,1,0,0,0,0,0,0,0,0,0,0
2029,2057936239,0,0,0,0,0,1,0,0,0,0,0,0,0
2032,2057866035,1,0,0,1,0,0,0,0,0,0,0,0,0
2034,2057441555,0,0,0,1,0,0,0,0,0,0,0,0,0
2039,2059372321,1,0,0,0,0,0,0,0,0,0,0,0,0
2042,2055579941,1,0,0,0,0,0,0,0,0,0,0,0,0
2046,2061382367,0,0,0,0,0,1,0,0,0,0,0,0,0
2051,2057934851,1,0,0,0,0,0,0,0,0,0,0,0,0
2054,2059431823,0,0,0,0,0,0,0,0,0,0,1,0,0
2057,2056570767,0,0,1,1,0,0,0,0,0,0,0,0,0
2059,2058556591,0,0,0,0,0,1,0,0,0,0,0,0,0
2060,2057481091,0,0,0,1,0,0,0,1,0,0,0,0,0
2061,2058277845,0,0,0,0,0,0,1,0,0,0,0,0,0
2068,2058966405,0,0,0,0,0,0,0,0,0,0,1,0,0
2074,2058374427,1,0,0,0,0,0,0,0,0,0,0,0,0
2075,2059351937,0,0,0,0,1,0,0,0,0,0,0,0,0
2086,2058374889,1,0,0,0,0,0,0,0,0,0,0,0,0
2087,2058233481,0,0,0,0,0,0,0,1,0,0,0,0,0
2089,2057759011,0,0,0,1,0,0,0,0,0,0,0,0,0
2095,2041920629,1,0,0,0,0,0,0,0,0,0,0,0,0
2096,2060866807,0,0,0,0,0,0,0,0,1,0,0,0,0
2098,2058685781,0,0,0,1,0,0,0,0,0,0,0,0,0
2107,2059929631,1,0,0,0,0,0,0,0,0,0,0,0,0
2110,2053599197,0,0,0,1,0,0,0,0,0,0,0,0,0
2113,2060798797,0,0,0,0,0,0,0,0,1,0,0,0,0
2114,2058253871,1,0,0,0,0,0,0,0,0,0,0,0,0
2116,2059351945,1,0,0,0,0,0,0,0,0,0,0,0,0
2118,2059174105,0,0,0,0,0,0,0,1,0,0,0,0,0
2124,2058006039,1,0,0,0,0,0,0,0,0,0,0,0,0
2128,2058942205,1,0,0,0,0,0,0,0,0,0,0,0,0
2129,2058419873,1,0,0,1,0,0,0,0,0,0,0,0,0
2134,2058311185,0,0,0,1,0,0,0,0,0,0,0,0,0
2138,2057147161,1,0,0,0,0,0,0,0,0,0,0,0,0
2143,2059351957,1,0,0,0,0,0,0,0,0,0,0,0,0
2144,2061622169,0,0,0,1,0,0,0,0,0,0,0,0,0
2151,2058278369,1,0,0,0,0,0,0,0,0,0,0,0,0
2154,2056936969,0,0,0,0,0,0,0,1,0,0,0,0,0
2156,2058424909,0,0,0,1,0,0,0,0,0,0,0,0,0
2160,2059351965,0,0,0,0,0,0,0,1,0,0,0,0,0
2164,2058424847,0,0,0,0,0,0,0,1,0,0,0,0,0
2173,2059351971,1,0,0,0,0,0,0,0,0,0,0,0,0
2174,2057205119,0,0,0,1,0,0,0,0,0,0,0,0,0
2177,2061440489,1,0,0,0,0,0,0,0,0,0,0,0,0
2181,2057865209,0,0,0,1,0,0,0,0,0,0,0,0,0
2182,2058327527,0,0,0,1,0,0,0,0,0,0,0,0,0
2183,2058328519,0,0,0,1,0,0,0,0,0,0,0,0,0
2186,2061659471,0,0,0,1,0,1,1,0,0,0,0,0,0
2187,2057981435,1,0,0,0,0,0,0,0,0,0,0,0,0
2189,2057340231,0,0,0,1,0,0,0,0,0,0,0,0,0
2194,2059351977,0,0,0,1,0,0,0,0,0,0,0,0,0
2204,2058144297,0,0,0,1,0,0,0,0,0,0,0,0,0
2205,2057101345,1,0,0,0,0,0,0,0,0,0,0,0,0
2207,2057758915,0,0,0,1,0,0,1,0,0,0,0,0,0
2208,2058996945,0,0,0,1,0,0,0,0,0,0,0,0,0
2212,2058659287,1,0,0,0,0,0,0,0,0,0,0,0,0
2213,2057971107,0,0,0,1,0,0,1,0,0,0,0,0,0
2214,2058127957,1,0,0,0,0,0,0,0,0,0,0,0,0
2215,2058252587,0,0,1,0,0,0,1,0,0,0,0,0,0
2217,2059351979,1,0,0,0,0,0,0,0,0,0,0,0,0
2220,2058794553,0,0,0,1,0,0,0,0,0,0,0,0,0
2221,2059351983,1,0,0,0,0,0,0,0,0,0,0,0,0
2240,2059351991,0,0,0,0,0,0,0,0,1,0,0,0,0
2251,2058277919,1,0,0,0,0,0,0,0,0,0,0,0,0
2252,2057269815,1,0,0,0,0,0,0,0,0,0,0,0,0
2253,2058862881,0,0,0,0,0,0,0,0,0,0,1,0,0
2258,2056910431,1,0,0,0,0,0,0,0,0,0,0,0,0
2269,2058537735,0,0,0,0,0,0,0,0,0,0,1,0,0
2270,2058397971,0,0,0,0,0,0,1,0,0,0,0,0,0
2272,2059300553,1,0,0,0,0,0,0,0,0,0,0,0,0
2273,2058396467,1,0,0,0,0,0,0,0,0,0,0,0,0
2275,2060891525,0,0,0,1,0,0,0,0,0,0,0,0,0
2276,2060803115,0,0,0,0,0,0,0,0,1,0,0,0,0
2279,2058327793,0,0,0,1,0,0,0,0,0,0,0,0,0
2284,2058763911,0,0,0,1,0,0,0,0,0,0,0,0,0
2285,2058419659,0,0,0,1,0,0,0,0,0,0,0,0,0
2289,2057035383,0,0,0,1,0,0,0,0,0,0,0,0,0
2293,2058007447,0,0,0,0,0,1,0,0,0,0,0,0,0
2295,2058581579,1,0,0,0,0,0,0,0,0,0,0,0,0
2299,2058717999,0,0,0,1,0,0,0,0,0,0,0,0,0
2301,2059172025,1,0,0,0,0,0,0,0,0,0,0,0,0
2302,2061165607,0,0,0,1,0,0,0,0,0,0,0,0,0
2306,2058555219,1,0,0,0,0,0,0,0,0,0,0,0,0
2307,2059121709,0,0,0,0,0,1,0,0,0,0,0,0,0
2309,2055176397,1,0,0,0,0,0,0,0,0,0,0,0,0
2315,2057813903,0,0,0,0,0,0,0,0,0,1,0,0,0
2321,2055275399,0,0,0,0,0,0,0,1,0,0,0,0,0
2324,2057897497,0,0,0,1,0,0,0,0,0,0,0,0,0
2329,2058146467,1,0,0,0,0,0,0,0,0,0,0,0,0
2330,2058844893,1,0,0,0,0,0,0,0,0,0,0,0,0
2331,2059443015,0,0,0,1,0,0,0,0,0,0,0,0,0
2338,2057656999,1,0,0,0,0,1,0,0,0,0,0,0,0
2339,2058007725,1,0,0,0,0,0,0,0,0,0,0,0,0
2345,2059313047,1,0,0,0,0,0,0,0,0,0,0,0,0
2349,2058302331,0,1,0,0,0,0,0,0,0,0,0,0,0
2357,2058443235,1,0,0,0,0,0,0,0,0,0,0,0,0
2359,2060332395,0,0,0,1,0,0,0,0,0,0,0,0,0
2364,2058518457,1,0,0,0,0,0,0,0,0,0,0,0,0
2366,2058745449,0,0,0,1,0,0,0,0,0,0,0,0,0
2367,2057936357,1,0,0,0,0,0,0,0,0,0,0,0,0
2369,2059118479,0,0,0,0,0,0,0,0,1,0,0,0,0
2372,2058320385,1,0,0,0,0,0,1,0,0,0,0,0,0
2376,2061213439,1,0,0,0,0,0,0,0,0,0,0,0,0
2381,2058442639,0,0,0,1,0,0,0,0,0,0,0,0,0
2382,2060861611,1,0,0,0,0,0,0,0,0,0,0,0,0
2384,2058260833,1,0,0,0,0,0,0,0,0,0,0,0,0
2385,2058815101,0,1,0,0,0,0,0,0,0,0,0,0,0
2390,2058737703,1,0,0,0,0,0,0,0,0,0,0,0,0
2391,2059352011,0,0,0,1,0,0,0,0,0,0,0,0,0
2392,2056060633,0,0,0,0,0,0,0,0,1,0,0,0,0
2397,2059352013,0,0,0,1,0,0,0,0,0,0,0,0,0
2401,2061382469,0,0,0,1,0,0,0,0,0,0,0,0,0
2403,2058396279,1,0,0,0,0,0,0,0,0,0,0,0,0
2407,2058965139,1,0,0,1,0,0,0,0,0,0,0,0,0
2416,2058208495,1,0,0,0,0,0,0,0,0,0,0,0,0
2427,2057979717,0,0,0,0,0,0,0,0,0,0,1,0,0
2428,2059248115,0,0,0,1,0,0,0,0,0,0,0,0,0
2429,2057971479,0,0,0,0,0,1,0,0,0,0,0,0,0
2431,2058328015,1,0,0,0,0,0,0,0,0,0,0,0,0
2434,2057101583,0,0,0,1,0,0,0,0,0,0,0,0,0
2438,2059352031,0,0,0,1,0,0,0,0,0,0,0,0,0
2442,2058660721,0,0,0,1,0,0,0,0,0,0,0,0,0
2447,2058830509,0,0,0,0,0,1,0,0,0,0,0,0,0
2456,2059352035,0,0,0,0,0,0,0,0,1,0,0,0,0
2458,2058253699,0,0,0,0,0,0,0,0,1,0,0,0,0
2459,2057812997,0,0,0,0,0,0,0,0,0,0,1,0,0
2466,2057444255,0,0,0,0,0,1,0,0,0,0,0,0,0
2468,2057899989,1,0,0,1,0,0,0,0,0,0,0,0,0
2469,2058773273,0,0,0,1,0,0,0,0,0,0,0,0,0
2470,2058208709,1,0,0,0,0,0,0,0,0,0,0,0,0
2472,2059352037,0,0,0,1,0,0,0,0,0,0,0,0,0
2473,2057507099,0,0,1,0,0,0,0,0,0,0,0,0,0
2474,2058301403,1,0,0,0,0,0,0,0,0,0,0,0,0
2483,2058151779,0,0,0,0,0,0,0,1,0,0,0,0,0
2486,2058252149,0,0,0,1,0,0,0,0,0,0,0,0,0
2491,2058253927,1,0,0,0,0,0,0,0,0,0,0,0,0
2492,2058252311,0,0,0,1,0,0,0,0,0,0,0,0,0
2493,2058327711,0,0,0,0,0,0,0,0,0,0,1,0,0
2495,2059352047,0,0,0,1,0,0,0,0,0,0,0,0,0
2497,2059352049,1,0,0,0,0,0,0,0,0,0,0,0,0
2507,2058640551,0,0,0,0,0,0,0,0,1,0,0,0,0
2508,2058278541,0,0,0,0,0,1,0,0,0,0,0,0,0
2510,2059352059,0,0,0,1,0,0,0,0,0,0,0,0,0
2511,2059077917,0,0,0,1,0,0,0,0,0,0,0,0,0
2512,2057101043,0,0,1,0,0,0,0,0,0,0,0,0,0
2522,2058628677,0,0,0,0,0,0,0,0,0,0,1,0,0
2524,2061490541,0,0,0,1,0,0,0,0,0,0,0,0,0
2530,2057101103,1,0,0,1,0,0,0,0,0,0,0,0,0
2539,2058396549,0,0,0,1,0,0,0,0,0,0,0,0,0
2543,2058326495,0,0,0,1,0,0,0,0,0,0,0,0,0
2545,2057497765,0,0,0,1,0,0,0,0,0,0,0,0,0
2548,2058082791,1,0,0,0,0,0,0,0,0,0,0,0,0
2559,2057239935,0,0,0,1,0,0,0,0,0,0,0,0,0
2564,2058678437,1,0,0,0,0,0,0,0,0,0,0,0,0
2565,2058624467,0,0,0,1,0,0,0,0,0,0,0,0,0
2567,2059352075,0,0,0,1,0,0,1,0,0,0,0,0,0
2570,2058518393,1,0,0,0,0,0,0,0,0,0,0,0,0
2576,2056744939,1,0,0,1,0,0,0,0,0,0,0,0,0
2581,2061533675,0,0,0,1,0,0,0,0,0,0,0,0,0
2583,2058252497,0,0,0,1,0,0,0,0,0,0,0,0,0
2584,2060663425,1,0,0,0,0,0,0,0,0,0,0,0,0
2590,2058351301,0,0,0,1,0,0,0,0,0,0,0,0,0
2591,2059352083,1,0,0,1,0,0,0,0,0,0,0,0,0
2592,2057436037,0,0,0,1,0,0,0,0,0,0,0,0,0
2594,2061361803,1,0,0,0,0,0,0,0,0,0,0,0,0
